id,X,Y,M,V
3470,-125.5,-187.25,52.52083333,0.279
3471,-273,72,130.75,0.592
3472,-60,-183,106.875,0.889
3473,0.5,99,88.75,0.577
3474,82.5,-87.5,72.75,0.434
3475,-163.6464052,200.9395425,82.68161765,0.585956209
3476,-84.9375,316.125,110.9166667,0.707708333
3477,-0.9,-329.3,65.1,0.3686
3478,-391.5,-17,145.25,0.812833333
3479,-110.5,-167,61.625,0.696
3480,35,-39.5,98.125,0.754
3481,320.5,-145,138.0416667,0.658
3482,131.5,-182.5,142.5,0.302
3483,237,0.5,100.875,0.39
3484,-54,-101.5,106.625,0.417
3485,35,-352,117.625,0.7625
3486,-84.5,129.5,83.875,0.738
3487,-52.23863636,-46.28787879,73.99621212,0.632513636
3488,-96,299.5,105.25,0.8
3489,133.5,-346,121.5,0.488
3490,307.5,-59.5,115.375,0.699
3491,91.06370416,159.714014,54.2091092,0.321411316
3492,-204,-92,145.875,0.481
3493,-105,-47.5,115.25,0.443
3494,279.7628205,354.5961538,84.4295288,0.569848318
3495,-13.16666667,126.3333333,97.79166667,0.76
3496,-27,18.5,87.725,0.385933333
3497,116.3846154,24.61538462,60.56762821,0.542412821
3498,135.5,-180,98,0.761833333
3499,266.2190476,152.2785714,63.4108631,0.629561905
