,0
1605,-2.6881282
1606,-2.0281723
1607,2.5916169
1608,0.43307462
1609,-0.009834588
1610,0.6236315
1611,-2.724084
1612,0.44725683
1613,6.5954685
1614,0.39406443
1615,2.7149436
1616,-2.4150012
1617,4.1647034
1618,-0.71172464
1619,-0.17440104
1620,-1.8610809
1621,-6.4539323
1622,-3.1790695
1623,1.2642509
1624,-0.5318216
1625,1.6499981
1626,-6.888096
1627,-1.6374154
1628,-1.4395044
1629,-4.849106
1630,-3.3519711
1631,1.6306142
1632,0.3954596
1633,-0.9680921
1634,-0.62691665
1635,-0.96354425
1636,0.6340126
1637,1.5980397
1638,0.9856906
1639,0.85385376
1640,-2.5272582
1641,2.823124
1642,-2.0355096
1643,2.0881805
1644,-1.5771236
1645,2.3654952
1646,-0.047572255
1647,0.7878648
1648,-1.8976288
1649,-0.90152717
1650,4.9529
1651,1.8011304
1652,-0.5423145
1653,-1.1279409
1654,2.5334766
1655,1.7988232
1656,-1.1963837
1657,1.289471
1658,-1.811801
1659,-4.9630976
1660,0.87826586
1661,2.5553224
1662,-0.89446557
1663,-0.5311229
1664,4.438588
1665,3.1393692
1666,-1.6049097
1667,1.5655049
1668,0.4579819
1669,1.4588224
1670,-2.8041115
1671,-3.098391
1672,-4.929124
1673,4.0785875
1674,2.432722
1675,-2.242275
1676,0.9684942
1677,-2.302539
1678,2.4702375
1679,-0.024474323
1680,1.8071239
1681,-1.1807684
1682,-0.18612492
1683,0.81120133
1684,-1.4287025
1685,0.87088406
1686,-0.58084595
1687,0.3109455
1688,-3.452979
1689,-3.456285
1690,-0.4028778
1691,-0.5165359
1692,-2.4505434
1693,-0.13822418
1694,-1.2310412
1695,-2.0011725
1696,1.1495559
1697,-5.593504
1698,2.0231524
1699,1.5415995
1700,0.032632053
1701,-6.9454684
1702,-3.3156247
1703,-2.27075
1704,1.5231228
1705,-0.6915294
1706,1.3982847
1707,-3.395013
1708,0.7288896
1709,1.6056064
1710,1.5271324
1711,-1.4532346
1712,0.40808186
1713,0.75810117
1714,1.535382
1715,2.575733
1716,-2.5916817
1717,2.5605237
1718,1.9731687
1719,-3.8976855
1720,2.199548
1721,1.6632586
1722,1.2096674
1723,-1.7650154
1724,-1.4959236
1725,-3.6343317
1726,0.5074968
1727,-3.0802143
1728,1.234792
1729,0.7346684
1730,2.4298248
1731,-1.1093687
1732,-1.396045
1733,-0.41432363
1734,-3.7627797
1735,-3.4799507
1736,2.027731
1737,4.5450225
1738,-1.7660723
1739,-4.3421774
1740,-1.8315847
1741,1.5219167
1742,1.7698433
1743,-1.2249144
1744,-3.8519874
1745,-3.780406
1746,1.2229414
1747,-0.9864098
1748,0.22093746
1749,0.46569037
1750,0.66382444
1751,-1.7403107
1752,-0.07922363
1753,3.3515537
1754,0.023771048
1755,3.27026
1756,0.020816386
1757,-0.7212615
1758,1.790075
1759,1.0589305
1760,0.7756463
1761,-0.54162574
1762,0.057472587
1763,1.4169089
1764,-1.6207051
1765,-0.9225402
1766,-1.8335137
1767,-2.045095
1768,-0.811821
1769,3.6912422
1770,1.1796556
1771,1.3994288
1772,-1.9172127
1773,-3.1484208
1774,0.48664886
1775,0.9273998
1776,0.8042528
1777,-6.7201233
1778,-1.1186454
1779,1.1597952
1780,-2.3702967
1781,-0.6280203
1782,-0.25272065
1783,-1.1647155
1784,4.9380703
1785,1.8847588
1786,2.3119216
1787,-2.9683008
1788,3.0362244
1789,-0.59830046
1790,-4.214743
1791,0.6617896
1792,-2.9359858
1793,-0.20379782
1794,3.3629215
1795,-3.6412086
1796,1.686464
1797,1.2828166
1798,-0.17234564
1799,-1.0110512
1800,0.6400254
1801,-0.42042226
1802,1.4637723
1803,3.2848527
1804,-2.547426
1805,3.320773
1806,-3.8722053
1807,3.1842976
1808,-1.5455773
1809,0.96522224
1810,0.20767906
1811,1.4850717
1812,3.2275667
1813,1.0070539
1814,3.445066
1815,3.5599396
1816,1.3630481
1817,-2.604401
1818,-0.97631645
1819,1.6049334
1820,1.6449729
1821,-0.77050745
1822,-0.7661773
1823,-1.5799003
1824,1.7209078
1825,-1.777333
1826,-1.8064306
1827,1.9698162
1828,1.4801314
1829,-4.515125
1830,0.14557666
1831,0.74587715
1832,3.544291
1833,-4.9161463
1834,1.296421
1835,1.8361537
1836,-2.018415
1837,1.8321694
1838,-1.5751686
1839,2.6771638
1840,3.4372663
1841,1.1485603
1842,0.21986732
1843,2.6919017
1844,-0.415779
1845,-3.1760817
1846,-1.7962756
1847,1.2420197
1848,0.8901629
1849,-2.3760047
1850,-1.75786
1851,-3.2168655
1852,-0.28937405
1853,1.686945
1854,1.4818885
1855,-0.9133935
1856,-2.9807777
1857,-2.7766554
1858,-5.1697993
1859,-1.1863734
1860,2.8297067
1861,0.026218057
1862,1.7949195
1863,-3.4041579
1864,-2.0171528
1865,-1.8779387
1866,-0.47337413
1867,0.20720837
1868,2.9970162
1869,1.903426
1870,-3.6655931
1871,-1.1740111
1872,0.17332214
1873,0.55238223
1874,-1.8550775
1875,3.3271039
1876,3.3042417
1877,-0.54098
1878,-0.95846677
1879,-3.3823912
1880,-2.838567
1881,4.0097666
1882,-2.0157287
1883,-1.8456302
1884,4.1621532
1885,0.531984
1886,-0.7098392
1887,0.50026804
1888,-4.2404118
1889,2.9249156
1890,-1.8468883
1891,0.90727305
1892,-1.7588382
1893,-1.3643214
1894,-2.1630275
1895,1.1604435
1896,3.0434866
1897,1.0022194
1898,0.13347
1899,-4.1550503
1900,-5.0496345
1901,-2.3818772
1902,-0.64586306
1903,1.7476841
1904,2.3781345
1905,-0.9603182
1906,3.2081108
1907,2.0596294
1908,1.5851492
1909,-1.8940148
1910,1.3922
1911,-1.5807962
1912,-3.392084
1913,3.4808648
1914,-1.8878527
1915,2.2472286
1916,-0.0300709
1917,2.720394
1918,-2.7393975
1919,-0.341931
1920,-5.792913
1921,1.0489566
1922,-0.19634229
1923,-0.3006451
1924,1.821241
1925,2.3485181
1926,-1.0525017
1927,1.3216388
1928,2.679847
1929,0.7913928
1930,1.0746787
1931,-1.6203864
1932,0.062547535
1933,1.0150623
1934,-1.9263091
1935,-2.6934466
1936,-1.0618783
1937,-1.3049891
1938,-1.6748602
1939,0.06673455
1940,-0.871331
1941,0.39713722
1942,-1.1304785
1943,0.9228511
1944,-4.0550537
1945,-0.9366511
1946,-1.3555368
1947,5.2627034
1948,-1.6611226
1949,-0.57400215
1950,-2.2973907
1951,-0.28851223
1952,3.6100676
1953,1.1659658
1954,-0.7273047
1955,-0.41864228
1956,-3.1752517
1957,-5.3481607
1958,-7.2640414
1959,0.33182192
1960,-1.0277541
1961,1.8693947
1962,-4.4135323
1963,-0.44359457
1964,1.15399
1965,-1.7754095
1966,-1.0300008
1967,0.3379169
1968,0.84753966
1969,1.4056399
1970,-1.0546503
1971,-0.080206156
1972,2.0982964
1973,-0.56248236
1974,-1.1242727
1975,-2.9556959
1976,0.6894256
1977,1.4097505
1978,-2.828196
1979,3.1952512
1980,-3.9675908
1981,1.988889
1982,0.31579596
1983,2.247383
1984,-3.0697565
1985,-4.3093
1986,-1.9081635
1987,-2.2488384
1988,2.3748412
1989,-0.15180188
1990,5.0643525
1991,-1.2853032
1992,1.5922271
1993,-3.0670419
1994,0.04941243
1995,-2.415551
1996,-2.7614763
1997,-3.262428
1998,-0.3627978
1999,0.4025263
2000,5.527509
2001,1.3887995
2002,-3.178628
2003,0.2434429
2004,1.1659999
2005,-2.4391937
2006,2.4896548
2007,-0.40933484
2008,1.5461752
2009,5.2014484
2010,-2.1913445
2011,1.724465
2012,4.2642155
2013,-1.5689714
2014,4.8425517
2015,-1.0851628
2016,1.4134356
2017,-2.7014866
2018,1.6881349
2019,-3.30051
2020,-0.13940126
2021,-0.8578849
2022,3.5831048
2023,2.9344482
2024,-1.7190106
2025,-3.8780723
2026,0.81333554
2027,-0.8534266
2028,0.8045407
2029,-0.7532817
2030,0.5862006
2031,0.65844035
2032,-3.2875738
2033,0.61692613
2034,3.413614
2035,-2.1197846
2036,2.1351829
2037,0.33222723
2038,3.5643606
2039,-1.2311448
2040,-1.3687757
2041,-1.656035
2042,-0.83066463
2043,3.342718
2044,-3.5663228
2045,-1.2710742
2046,0.20769009
2047,3.8593395
2048,-0.7017106
2049,0.1733534
2050,1.7722745
2051,0.1855632
2052,3.498879
2053,1.0589886
2054,5.205559
2055,-0.6214497
2056,0.48708874
2057,4.7654796
2058,-1.3770294
2059,-1.1168827
2060,0.8154713
2061,-1.8476958
2062,2.5926344
2063,1.979807
2064,3.9136531
2065,-0.055143297
2066,2.1694708
2067,-3.3113987
2068,-1.1789116
2069,1.0329841
2070,-2.0838008
2071,0.8001486
2072,0.056372017
2073,1.8472713
2074,-4.9551086
2075,-0.7816018
2076,-0.42529756
2077,5.13399
2078,0.10517183
2079,2.057486
2080,0.36491066
2081,-0.17384571
2082,0.21129474
2083,-0.9243835
2084,1.6465212
2085,-3.5550551
2086,-2.2441406
2087,-3.8232827
2088,1.1655977
2089,-1.6884108
2090,0.21910733
2091,-3.5688238
2092,-1.8558128
2093,-1.6110637
2094,1.8165438
2095,1.438374
2096,2.2227883
2097,-0.35300046
2098,-3.226441
2099,-0.5212157
2100,0.54515094
2101,-3.9515886
2102,-1.7805917
2103,1.4000598
2104,4.7528462
2105,-0.14743316
2106,-0.43169612
2107,-0.8864361
2108,-1.2362646
2109,2.0031524
2110,-0.35909194
2111,-1.2070175
2112,-1.7429588
2113,-2.8526926
2114,-0.32759458
2115,2.1385446
2116,2.6969638
2117,1.6414245
2118,1.7964728
2119,-2.5958734
2120,-0.17697513
2121,-0.93810856
2122,-0.64706385
2123,4.040475
2124,2.4491954
2125,1.8606864
2126,-1.5992575
2127,-5.459054
2128,1.260225
2129,4.0856113
2130,-2.888874
2131,1.7954977
2132,1.4789361
2133,-1.1400809
2134,1.0239003
2135,-3.7509518
2136,-2.2840915
2137,-1.8100765
2138,2.085793
2139,-0.20449132
2140,0.4865805
2141,-2.5143235
2142,1.0280738
2143,-2.1834283
2144,6.0274425
2145,5.861122
2146,3.8453732
2147,4.9705644
2148,0.43008336
2149,2.9672253
2150,-0.6623924
2151,4.0536003
2152,-1.1833681
2153,-1.2745938
2154,3.3361604
2155,-0.9697099
2156,-0.9452989
2157,1.4853497
2158,2.7334495
2159,-1.2192086
2160,0.20918721
2161,1.0176587
2162,-1.278028
2163,-0.9236722
2164,-3.6999764
2165,-2.511146
2166,1.7395076
2167,-1.2278994
2168,-1.7994225
2169,-3.7389488
2170,-0.32459456
2171,2.807669
2172,1.621374
2173,-2.6478255
2174,-1.5784085
2175,-1.2850136
2176,-1.6840138
2177,2.54529
2178,3.8940845
2179,-2.98862
2180,2.002418
2181,0.0055741966
2182,-2.418602
2183,-1.5041325
2184,-0.6149876
2185,-1.321803
2186,-2.6390114
2187,-2.214677
2188,-2.60924
2189,0.77967894
2190,2.9558785
2191,2.12052
2192,0.25511497
2193,1.1432729
2194,0.063396096
2195,0.8864449
2196,-2.0165324
2197,-2.5623395
2198,1.1948249
2199,1.5964508
2200,-0.64346945
2201,1.9499432
2202,2.0563962
2203,-1.3400389
2204,-4.1951427
2205,0.9183768
2206,1.2799424
2207,-3.8363523
2208,-0.5755696
2209,1.950413
2210,1.2314866
2211,-1.1495153
2212,-0.4829235
2213,0.29701215
2214,-0.88171947
2215,-0.82479274
2216,1.3809018
2217,0.56755835
2218,-3.6353483
2219,3.462131
2220,0.52922386
2221,2.4238167
2222,1.9928354
2223,-2.8571
2224,3.0895739
2225,-1.2598062
2226,-3.57124
2227,3.6530495
2228,0.9175146
2229,-0.44572026
2230,-4.100302
2231,1.6618532
2232,0.34913903
2233,-0.6641607
2234,1.0100298
2235,-2.9029996
2236,2.3691053
2237,-4.3260565
2238,2.2894595
2239,0.9150388
2240,0.23508686
2241,3.4746945
2242,-2.7927048
2243,-0.408709
2244,1.3247473
2245,1.3574615
2246,1.2674861
2247,-0.257519
2248,0.7615651
2249,-5.5831127
2250,0.7008768
2251,4.5446115
2252,2.6818376
2253,1.8519492
2254,0.9584064
2255,-0.077840686
2256,0.6531427
2257,-1.2715226
2258,1.4278152
2259,-1.9588261
2260,-2.6663969
2261,1.6793852
2262,0.5132152
2263,0.95856464
2264,0.6700676
2265,0.8959142
2266,-6.706668
2267,2.548306
2268,0.48469532
2269,-1.7401631
2270,-0.99166656
2271,1.8331091
2272,-0.9419104
2273,2.749833
2274,-0.19578677
2275,1.9551929
2276,3.6283486
2277,-1.8811944
2278,0.24012992
2279,0.31927258
2280,3.1610882
2281,1.5362164
2282,-0.36068624
2283,0.27585176
2284,0.11007798
2285,-1.884491
2286,-0.79505205
2287,-3.3342688
2288,4.6924715
2289,5.6784167
2290,-0.69530106
2291,2.285029
2292,4.1238356
2293,-0.0064911246
2294,0.2748193
2295,1.7343479
2296,-0.32906282
2297,-3.5744066
2298,0.3442731
2299,-1.0907903
2300,3.1691298
2301,-4.487103
2302,-1.1047596
2303,0.2354978
2304,-1.2236878
2305,2.561961
2306,0.7401032
2307,3.320778
2308,0.20984113
2309,-1.6567206
2310,-0.8879498
2311,-5.586835
2312,1.720959
2313,-2.5359535
2314,0.29729077
2315,-0.10637486
2316,0.30266437
2317,-2.2239008
2318,1.3981605
2319,0.9072332
2320,-3.4221144
2321,0.60164726
2322,2.8998826
2323,-1.4306325
2324,-1.8433726
2325,1.2451885
2326,-0.85339034
2327,-1.4595598
2328,-0.7029375
2329,-0.8324503
2330,2.246088
2331,1.9887425
2332,-0.9879372
2333,1.2725682
2334,1.6710483
2335,3.6722019
2336,0.30395603
2337,-0.34211248
2338,3.1424463
2339,-4.024451
2340,3.2176168
2341,0.3836066
2342,1.976689
2343,1.1351466
2344,1.8175902
2345,-4.864922
2346,-1.2282574
2347,-0.060876608
2348,-3.0427897
2349,1.4195834
2350,2.1680422
2351,-0.10967016
2352,-2.562103
2353,0.64084166
2354,-0.45389897
2355,1.3250582
2356,-1.4789294
2357,-1.5358543
2358,0.3411898
2359,2.5501802
2360,1.7416579
2361,0.11842421
2362,1.4459795
2363,1.3302488
2364,0.9403132
2365,-1.7631974
2366,-2.7350686
2367,-3.5753622
2368,-3.5217485
2369,-0.0055803657
2370,4.3002872
2371,-3.979146
2372,-3.6498294
2373,0.6488752
2374,-3.9977207
2375,3.2991805
2376,0.25277016
2377,1.6671698
2378,0.73415
2379,-0.4269284
2380,-2.235532
2381,-1.580564
2382,0.7290519
2383,-0.07159746
2384,0.7654679
2385,-0.04811263
2386,0.4435695
2387,3.2102375
2388,-0.2292049
2389,2.2148662
2390,1.7864404
2391,0.67128956
2392,0.20558095
2393,1.1595206
2394,1.2329414
2395,-0.5442543
2396,-1.5262017
2397,1.9882727
2398,-2.2356608
2399,1.409832
2400,-3.5123844
2401,-0.6048142
2402,-2.8236454
2403,-0.050225496
2404,2.5098317
2405,-2.1249678
2406,2.3441696
2407,-3.0306208
2408,-1.7332332
2409,0.42662454
2410,1.9309186
2411,0.30193138
2412,-0.977437
2413,2.5935884
2414,-0.16126835
2415,0.6584727
2416,-3.8650312
2417,-0.7125485
2418,0.28066075
2419,3.1982229
2420,0.40463725
2421,0.25183076
2422,-1.3794916
2423,0.7898412
2424,1.8733805
2425,-0.25534338
2426,0.5570347
2427,1.0524111
2428,-1.1802322
2429,2.184948
2430,-2.6668978
2431,-0.74957633
2432,0.14846188
2433,-0.745921
2434,-1.4966227
2435,-1.9792328
2436,-2.9622252
2437,-2.4031231
2438,-2.3522966
2439,-4.355383
2440,0.6638613
2441,1.421127
2442,-3.313475
2443,1.0676465
2444,-1.0228163
2445,-0.57513654
2446,0.48141038
2447,-1.2552931
2448,-0.3889773
2449,-2.8372838
2450,1.7110654
2451,0.93056
2452,-0.62093353
2453,-2.8957152
2454,0.30516168
2455,1.3661525
2456,-0.5990989
2457,3.3830914
2458,3.0200253
2459,-2.4382489
2460,-0.092490375
2461,-4.068548
2462,0.44949585
2463,0.9094957
2464,-0.036346436
2465,2.2172947
2466,1.288965
2467,1.0537663
2468,-4.196483
2469,-3.7790585
2470,3.8234203
2471,2.8317828
2472,-0.15729505
2473,-1.8240657
2474,-0.8345041
2475,-4.307531
2476,2.3788848
2477,-0.56021583
2478,3.7470233
2479,1.7256056
2480,-3.474242
2481,0.8637179
2482,3.9143455
2483,-0.7618619
2484,-0.5195229
2485,-0.38127607
2486,-0.6195321
2487,0.97142226
2488,-1.8451922
2489,-0.29971147
2490,0.8575585
2491,-2.0370212
2492,0.5813525
2493,0.5382978
2494,-1.8006425
2495,-0.4026701
2496,-2.4740524
2497,-2.4065259
2498,-2.8833601
2499,-2.219029
2500,1.246181
2501,-3.1520338
2502,-2.4208398
2503,1.6924325
2504,1.5253438
2505,0.6532005
2506,0.709719
2507,-1.262452
2508,0.6126685
2509,0.007931769
2510,-1.6669755
2511,1.0768054
2512,-2.216076
2513,0.91094923
2514,0.4191476
2515,-1.054149
2516,-3.2251263
2517,-3.3052688
2518,1.2916765
2519,-0.07606721
2520,1.3037527
2521,-1.3051782
2522,1.3369148
2523,-2.0956445
2524,-0.94096255
2525,1.8514142
2526,0.038974643
2527,1.592704
2528,-0.9578074
2529,-0.41127396
2530,0.2449424
2531,0.07885817
2532,0.08539155
2533,0.85405236
2534,-1.5833797
2535,-1.0752774
2536,0.7920671
2537,2.5392487
2538,-0.37922835
2539,1.1980677
2540,4.3737116
2541,-2.1550658
2542,1.0366025
2543,3.6024146
2544,0.35675234
2545,0.7331895
2546,2.5179715
2547,0.48195317
2548,-4.769751
2549,1.7042983
2550,-1.6253915
2551,1.4807937
2552,-2.6099153
2553,-2.6923401
2554,-6.8309546
2555,-5.9415855
2556,1.5651202
2557,2.2060575
2558,-2.1772478
2559,-0.21949798
2560,-1.3883682
2561,1.8745935
2562,-0.46543437
2563,0.7468037
2564,-0.6962986
2565,0.81144786
2566,-3.0296888
2567,2.1323109
2568,-2.8354297
2569,1.0957143
2570,-1.7400644
2571,1.6999465
2572,2.9914997
2573,-0.50822806
2574,2.0287313
2575,0.58562446
2576,4.1349
2577,0.6011983
2578,-1.3172162
2579,0.8277292
2580,-5.506993
2581,-5.39613
2582,-0.33463973
2583,-2.6809034
2584,-1.3963243
2585,-0.041464686
2586,-2.0161166
2587,3.9750686
2588,4.5810933
2589,-0.16768825
2590,-1.4184756
2591,-2.3896103
2592,-1.2572483
2593,-0.542575
2594,-3.8471236
2595,-5.040926
2596,-0.3641358
2597,-3.8400216
2598,1.3316481
2599,4.103511
2600,-0.29851753
2601,2.209297
2602,-0.89815605
2603,2.0350857
2604,-3.7038002
2605,0.15818119
2606,-0.8840629
2607,-3.3831842
2608,1.8206681
2609,-3.981124
2610,-2.3019786
2611,1.2523543
2612,0.21700755
2613,0.66543186
2614,-2.3411586
2615,1.5312018
2616,1.0075808
2617,2.705044
2618,0.7554285
2619,-0.39266658
2620,-2.9859498
2621,-3.8603945
2622,-3.1764219
2623,2.755211
2624,-2.252392
2625,-2.4767666
2626,-1.2400237
2627,0.12503201
2628,0.13497642
2629,-0.16768831
2630,2.8769424
2631,-0.986297
2632,2.0351117
2633,1.0055487
2634,2.4671323
2635,1.0404779
2636,1.430882
2637,0.6771393
2638,3.2216456
2639,1.4290121
2640,0.48961836
2641,-0.93458784
2642,3.608703
2643,-1.5769868
2644,-2.865798
2645,-0.5598284
2646,0.7165139
2647,0.13209471
2648,-2.1504362
2649,-3.874281
2650,0.2451737
2651,2.0480146
2652,2.1603796
2653,2.9481604
2654,-1.250024
2655,-2.4946966
2656,-0.1577369
2657,-1.5261896
2658,0.7148385
2659,-3.4755661
2660,-0.53830194
2661,1.8957021
2662,-1.0257562
2663,-1.8882201
2664,1.2345968
2665,-1.318424
2666,1.7624775
2667,-4.1901517
2668,-2.5741427
2669,1.099487
2670,0.8156811
2671,-1.3573225
2672,-0.2002564
2673,0.66698575
2674,-2.859335
2675,-0.8029958
2676,-5.6521587
2677,0.86356753
2678,2.2902613
2679,0.6668868
2680,-0.28572488
2681,3.0031927
2682,-0.08278155
2683,-4.532974
2684,1.513567
2685,-2.2675064
2686,2.0505357
2687,-4.807036
2688,3.0019836
2689,-0.48322147
2690,0.9220248
2691,1.697513
2692,-1.3194913
2693,4.2938957
2694,-1.8223352
2695,2.2711334
2696,3.3973386
2697,-0.9330771
2698,-2.7252176
2699,1.3729
2700,-4.6315746
2701,-1.9686935
2702,-0.90230334
2703,-0.35685956
2704,-0.49613392
2705,-1.0613554
2706,2.191832
2707,-0.11408824
2708,-1.1303991
2709,-1.6434965
2710,0.27557632
2711,-1.9185534
2712,4.3040924
2713,-0.72232115
2714,-2.4828703
2715,-0.12433392
2716,-3.0864046
2717,-0.31422967
2718,2.3803546
2719,0.20266858
2720,3.303314
2721,-0.6007662
2722,3.917528
2723,-1.3884566
2724,2.5427103
2725,3.4357455
2726,0.060872495
2727,0.8277756
2728,-1.1080837
2729,0.17284384
2730,2.6908758
2731,-3.142382
2732,1.8984765
2733,3.4946773
2734,0.30539972
2735,-0.19418967
2736,0.71935624
2737,1.1164547
2738,-0.27825856
2739,0.9637817
2740,-0.029187858
2741,2.24642
2742,2.3293962
2743,1.2814776
2744,-0.9966761
2745,-1.1300361
2746,1.935932
2747,-1.7580009
2748,0.6838585
2749,0.5842276
2750,2.8590703
2751,1.8832568
2752,0.692274
2753,-1.3330922
2754,-3.008642
2755,1.744719
2756,3.0818257
2757,-3.7616
2758,-1.4318684
2759,1.6325201
2760,-2.55408
2761,-0.5475788
2762,2.188448
2763,1.1869717
2764,-0.8557577
2765,0.50498027
2766,-2.7264833
2767,-0.16929245
2768,-1.391004
2769,1.3750806
2770,0.6652914
2771,1.1424928
2772,4.1157856
2773,1.0901239
2774,-1.5968695
2775,-0.7018868
2776,-1.0393664
2777,1.3828629
2778,5.2811966
2779,2.5602708
2780,-2.6983356
2781,0.031564385
2782,5.664708
2783,5.674639
2784,-1.7913563
2785,-1.3490896
2786,1.389741
2787,-0.19668669
2788,-0.55133474
2789,0.20155802
2790,1.3272405
2791,-3.3164406
2792,-1.4414787
2793,0.6603728
2794,-0.30031502
2795,-0.38116282
2796,1.099086
2797,0.6670637
2798,-2.344532
2799,5.2227116
2800,3.7536442
2801,-2.7325132
2802,-0.83335435
2803,-3.5987873
2804,0.24181473
2805,-5.0582447
2806,0.21087417
2807,-0.5875447
2808,3.775063
2809,0.9659305
2810,1.6033392
2811,-1.9217596
2812,1.6140043
2813,-4.1213894
2814,2.908886
2815,2.1955652
2816,-0.48877376
2817,0.61859363
2818,0.40973276
2819,-1.360039
2820,-0.9527271
2821,-2.5819452
2822,1.2914381
2823,-1.4887265
2824,-1.6274769
2825,0.792923
2826,1.033989
2827,2.9776804
2828,-1.1646646
2829,-0.69120526
2830,1.8972627
2831,-1.3918897
2832,-2.0843034
2833,-1.6775947
2834,2.836978
2835,0.39397496
2836,3.4182293
2837,-0.42915726
2838,1.829448
2839,-2.4100087
2840,1.0547854
2841,-1.7973127
2842,1.87155
2843,1.193125
2844,-1.8694012
2845,0.8793634
2846,-0.02139455
2847,4.060297
2848,-1.7355764
2849,-1.1391987
2850,-4.706418
2851,-0.55731916
2852,-4.4770064
2853,-0.17966121
2854,-3.3141692
2855,-0.3520097
2856,2.604336
2857,-0.30704117
2858,1.5250148
2859,-3.62072
2860,0.7905266
2861,-0.1362794
2862,-1.8432124
2863,-0.8478211
2864,-4.040616
2865,0.47640958
2866,4.1676693
2867,1.9409761
2868,-0.4931206
2869,-3.944653
2870,-1.2254821
2871,0.6820677
2872,2.7448118
2873,0.7010474
2874,-0.7274653
2875,-1.5887072
2876,-0.99869895
2877,0.44502562
2878,2.0802784
2879,2.0086412
2880,0.2053765
2881,-0.5719967
2882,-2.9534318
2883,0.80166554
2884,0.044296026
2885,-5.4490833
2886,1.5994662
2887,0.09365344
2888,1.9579288
2889,-1.5389636
2890,2.133915
2891,-2.0438008
2892,1.668684
2893,0.8298429
2894,-1.9137285
2895,-4.4682207
2896,-0.7775594
2897,0.49019
2898,-1.2885739
2899,-2.8787992
2900,-2.2512228
2901,0.32909566
2902,-0.74304426
2903,1.4919673
2904,-1.3146751
2905,2.5631826
2906,0.28832358
2907,-1.6488664
2908,0.17854086
2909,-1.3006623
2910,-1.3293235
2911,-2.7575119
2912,-2.135688
2913,2.3765001
2914,-0.51693
2915,-0.6879325
2916,1.1937064
2917,-5.310766
2918,1.7518823
2919,-2.219852
2920,0.8178101
2921,-1.9267037
2922,-1.6699123
2923,-0.13139111
2924,-5.0916815
2925,2.5287926
2926,-0.13758498
2927,0.7185271
2928,1.3090899
2929,-0.22926301
2930,-5.390129
2931,-2.582138
2932,0.96173596
2933,-1.866348
2934,-2.9735978
2935,1.4434777
2936,0.5608054
2937,1.0006204
2938,1.9846504
2939,0.23742652
2940,1.279926
2941,-3.2880163
2942,-0.53127086
2943,-0.3334005
2944,-3.8731542
2945,2.2779002
2946,0.26773894
2947,-0.99187744
2948,0.97152096
2949,-1.0985304
2950,-1.6936483
2951,1.1348026
2952,2.5484128
2953,0.49316958
2954,-2.156305
2955,1.2755657
2956,-3.1068404
2957,1.4561917
2958,-1.489639
2959,2.982676
2960,3.5101917
2961,-1.7459338
2962,1.9801607
2963,-4.4961166
2964,2.807388
2965,2.9660134
2966,0.33224285
2967,1.5985627
2968,-1.880065
2969,0.69601333
2970,-2.5757337
2971,1.845904
2972,3.1668527
2973,-0.5347568
2974,-1.6513941
2975,5.4094553
2976,1.3735697
2977,3.565583
2978,2.7180486
2979,-1.3514317
2980,0.5185933
2981,3.2201385
2982,0.9153925
2983,0.78441906
2984,2.5741284
2985,-2.9549346
2986,1.4329326
2987,-2.6514304
2988,2.1828246
2989,-2.1935413
2990,1.6637276
2991,1.0055398
2992,-2.683992
2993,1.9210551
2994,2.4194407
2995,2.126385
2996,3.4666855
2997,-0.91495
2998,1.5974281
2999,1.9207097
3000,-2.1271274
3001,2.1970367
3002,1.1744876
3003,-2.6399157
3004,-1.9913254
3005,-2.0142348
3006,-1.4237316
3007,5.9482236
3008,-5.176261
3009,3.4592168
3010,-0.8576766
3011,1.6175857
3012,-1.2252369
3013,-1.630636
3014,2.2021592
3015,-1.2856618
3016,-4.6988626
3017,-0.8929057
3018,3.4319787
3019,5.1603727
3020,3.5163522
3021,0.881958
3022,2.4069629
3023,-0.40944952
3024,-2.655816
3025,-2.3063323
3026,0.4104002
3027,-0.3653776
3028,-2.3244162
3029,-1.265527
3030,2.630376
3031,2.0023699
3032,-1.2421288
3033,1.5486414
3034,-2.553085
3035,2.864935
3036,-3.797357
3037,0.7140402
3038,-2.756017
3039,1.0620179
3040,-1.216569
3041,2.62758
3042,-1.3875751
3043,1.66688
3044,-3.3038208
3045,5.4721594
3046,5.0609326
3047,-3.7047825
3048,-1.1868777
3049,4.0463333
3050,2.0827537
3051,0.66476476
3052,-0.42100888
3053,-5.027777
3054,2.2016644
3055,1.6570412
3056,5.3610587
3057,0.40586954
3058,1.7473848
3059,-0.4374686
3060,0.26196593
3061,-1.200626
3062,-2.233859
3063,0.36656514
3064,-5.7954917
3065,0.13132039
3066,-0.23656458
3067,0.24978086
3068,4.7551184
3069,-3.8208632
3070,-1.4803747
3071,0.26756915
3072,1.6260664
3073,-2.5397415
3074,-0.065304995
3075,-0.78709555
3076,0.9767003
3077,-0.53179324
3078,-2.8075373
3079,-2.7459168
3080,2.9578407
3081,-1.5396104
3082,-0.5102879
3083,0.9322199
3084,-2.4335556
3085,-2.3216896
3086,3.5274029
3087,-0.3422255
3088,0.30091083
3089,-0.658882
3090,-1.2424313
3091,-0.1335997
3092,-2.6628044
3093,-2.9700284
3094,0.28637552
3095,-1.6974525
3096,1.8584323
3097,-0.46121716
3098,4.540897
3099,3.0967753
3100,2.5466924
3101,0.8069912
3102,-1.138798
